datetime,consommation,production_solaire,production_eolienne,temperature,vent,humidite,ferie,jour_semaine
2024-04-30 17:00,378.3,112.9,112.2,20.0,0.5,33.0,0,2
2024-04-30 18:00,380.9,11.5,94.9,17.4,0.5,55.7,0,2
2024-04-30 19:00,466.3,0.0,113.9,15.9,0.5,35.3,0,2
2024-04-30 20:00,431.6,0.0,104.6,12.7,0.5,57.4,0,2
2024-04-30 21:00,440.2,0.0,113.1,12.4,1.53,71.6,0,2
2024-04-30 22:00,359.8,0.0,158.1,13.7,2.98,89.6,0,2
2024-04-30 23:00,414.6,0.0,150.6,10.0,3.11,68.8,0,2
2024-05-01 00:00,433.5,0.0,140.1,10.0,3.22,62.8,1,3
2024-05-01 01:00,449.6,0.0,156.8,10.3,2.87,76.9,1,3
2024-05-01 02:00,428.5,0.0,177.1,10.0,4.58,80.1,1,3
2024-05-01 03:00,411.2,0.0,168.4,13.2,3.28,74.7,1,3
2024-05-01 04:00,423.6,0.0,180.7,13.5,4.16,69.8,1,3
2024-05-01 05:00,410.7,0.0,190.5,14.0,4.61,77.6,1,3
2024-05-01 06:00,434.1,0.0,169.2,21.3,3.74,54.5,1,3
2024-05-01 07:00,454.4,129.4,163.1,17.2,3.97,72.7,1,3
2024-05-01 08:00,457.2,232.8,127.3,18.2,1.8,49.3,1,3
2024-05-01 09:00,433.8,294.0,145.0,21.9,2.36,50.0,1,3
2024-05-01 10:00,470.7,388.1,132.5,24.9,1.75,47.4,1,3
2024-05-01 11:00,423.5,419.4,121.4,22.3,1.33,40.5,1,3
2024-05-01 12:00,415.7,461.2,109.7,26.9,0.77,40.1,1,3
2024-05-01 13:00,408.6,437.5,104.0,21.9,0.5,23.9,1,3
2024-05-01 14:00,407.3,366.6,99.6,20.7,0.5,34.0,1,3
2024-05-01 15:00,383.9,312.4,97.9,21.1,0.5,28.3,1,3
2024-05-01 16:00,385.6,244.7,98.8,21.8,0.5,45.1,1,3
2024-05-01 17:00,413.0,100.0,115.2,20.5,0.5,45.3,1,3
2024-05-01 18:00,401.4,8.9,95.1,16.8,0.5,51.1,1,3
2024-05-01 19:00,456.0,0.0,114.5,14.9,0.5,38.0,1,3
2024-05-01 20:00,464.7,0.0,114.6,15.3,0.5,56.7,1,3
2024-05-01 21:00,456.0,0.0,135.6,11.6,1.36,69.5,1,3
2024-05-01 22:00,415.6,0.0,136.6,10.0,2.98,64.9,1,3
2024-05-01 23:00,417.5,0.0,146.9,10.0,2.15,68.4,1,3
2024-05-02 00:00,364.1,0.0,189.0,10.4,3.68,69.0,0,4
2024-05-02 01:00,380.0,0.0,213.2,10.0,5.12,77.4,0,4
2024-05-02 02:00,379.0,0.0,193.1,13.5,4.53,77.3,0,4
2024-05-02 03:00,409.5,0.0,201.6,13.8,4.9,83.5,0,4
2024-05-02 04:00,387.0,0.0,179.0,14.1,4.09,58.2,0,4
2024-05-02 05:00,400.3,0.0,201.8,14.2,5.04,72.3,0,4
2024-05-02 06:00,389.5,0.0,197.7,15.5,5.19,66.0,0,4
2024-05-02 07:00,395.2,88.9,176.5,19.0,4.13,64.8,0,4
2024-05-02 08:00,417.8,214.3,147.6,22.1,3.32,53.3,0,4
2024-05-02 09:00,376.8,325.6,144.6,21.6,2.49,41.8,0,4
2024-05-02 10:00,385.0,382.1,149.5,23.7,3.09,40.1,0,4
2024-05-02 11:00,422.3,423.9,106.4,22.6,0.94,39.8,0,4
2024-05-02 12:00,403.1,413.6,82.4,23.9,0.74,35.2,0,4
2024-05-02 13:00,325.9,443.2,104.3,22.8,0.54,20.0,0,4
2024-05-02 14:00,382.0,380.3,105.9,20.9,0.5,23.2,0,4
2024-05-02 15:00,375.4,310.1,109.0,16.2,0.5,23.0,0,4
2024-05-02 16:00,413.4,217.8,104.2,16.8,0.5,37.3,0,4
2024-05-02 17:00,379.9,134.1,87.3,15.2,0.5,43.2,0,4
2024-05-02 18:00,385.0,0.1,85.8,18.0,0.52,45.4,0,4
2024-05-02 19:00,401.9,0.0,89.2,17.9,0.5,52.1,0,4
2024-05-02 20:00,428.6,0.0,82.6,16.4,0.5,65.2,0,4
2024-05-02 21:00,430.5,0.0,93.7,13.8,0.87,66.4,0,4
2024-05-02 22:00,379.0,0.0,173.7,11.3,3.32,71.0,0,4
2024-05-02 23:00,384.2,0.0,164.2,10.7,2.9,65.0,0,4
2024-05-03 00:00,364.0,0.0,195.8,10.0,4.35,76.0,0,5
2024-05-03 01:00,378.9,0.0,195.6,10.0,4.58,77.1,0,5
2024-05-03 02:00,396.7,0.0,163.5,11.5,3.4,72.2,0,5
2024-05-03 03:00,343.6,0.0,178.8,11.0,4.08,71.6,0,5
2024-05-03 04:00,386.6,0.0,208.2,12.3,4.42,76.2,0,5
2024-05-03 05:00,366.0,0.0,215.1,12.2,5.59,79.5,0,5
2024-05-03 06:00,390.9,7.6,189.3,16.1,4.71,78.1,0,5
2024-05-03 07:00,372.5,100.6,179.2,15.8,4.0,69.9,0,5
2024-05-03 08:00,375.4,210.4,163.6,18.5,3.02,52.0,0,5
2024-05-03 09:00,393.2,315.2,125.3,19.3,1.82,44.1,0,5
2024-05-03 10:00,386.9,383.6,121.0,23.2,0.95,46.0,0,5
2024-05-03 11:00,373.9,434.4,130.7,21.5,1.9,38.4,0,5
2024-05-03 12:00,398.7,441.1,110.0,26.4,0.5,28.0,0,5
2024-05-03 13:00,359.2,446.0,103.0,27.2,0.5,35.6,0,5
2024-05-03 14:00,389.1,358.8,97.8,24.0,0.5,20.0,0,5
2024-05-03 15:00,398.5,308.4,101.3,23.8,0.5,44.5,0,5
2024-05-03 16:00,369.9,194.5,101.5,20.4,0.5,26.8,0,5
2024-05-03 17:00,392.9,119.9,97.8,18.3,0.5,40.2,0,5
2024-05-03 18:00,365.2,4.1,113.0,18.2,0.5,44.7,0,5
2024-05-03 19:00,430.6,0.0,108.3,14.0,1.14,44.9,0,5
2024-05-03 20:00,410.3,0.0,102.4,13.9,0.5,51.2,0,5
2024-05-03 21:00,466.8,0.0,128.4,14.0,1.61,44.9,0,5
2024-05-03 22:00,368.0,0.0,138.1,10.0,2.09,68.7,0,5
2024-05-03 23:00,354.2,0.0,147.2,10.0,2.53,67.9,0,5
2024-05-04 00:00,435.8,0.0,168.5,11.2,3.81,82.4,1,6
2024-05-04 01:00,412.6,0.0,173.6,11.9,3.31,72.8,1,6
2024-05-04 02:00,414.2,0.0,201.1,12.8,4.89,87.5,1,6
2024-05-04 03:00,423.1,0.0,214.3,11.8,5.41,78.3,1,6
2024-05-04 04:00,410.9,0.0,166.2,15.3,4.6,76.2,1,6
2024-05-04 05:00,394.9,0.0,202.3,15.6,5.26,74.5,1,6
2024-05-04 06:00,452.6,14.2,200.2,12.6,5.42,59.9,1,6
2024-05-04 07:00,451.8,109.2,167.5,16.5,4.33,55.6,1,6
2024-05-04 08:00,440.0,235.4,181.7,16.0,3.64,51.1,1,6
2024-05-04 09:00,405.6,321.5,152.1,21.4,2.57,52.0,1,6
2024-05-04 10:00,414.2,391.2,113.2,24.4,0.84,37.2,1,6
2024-05-04 11:00,450.7,439.1,123.1,26.8,0.93,33.8,1,6
2024-05-04 12:00,402.1,459.9,112.9,24.6,0.5,24.0,1,6
2024-05-04 13:00,419.6,417.3,109.5,27.5,0.5,39.0,1,6
2024-05-04 14:00,435.8,409.0,113.9,23.9,0.5,32.7,1,6
2024-05-04 15:00,421.7,329.5,87.1,23.0,0.5,34.5,1,6
2024-05-04 16:00,414.8,233.3,100.7,22.6,0.5,35.3,1,6
2024-05-04 17:00,445.9,116.5,105.0,15.6,0.5,33.3,1,6
2024-05-04 18:00,445.4,25.2,92.9,15.1,0.5,39.3,1,6
2024-05-04 19:00,462.7,0.0,87.5,17.3,0.5,40.2,1,6
2024-05-04 20:00,486.8,0.0,113.4,10.3,0.75,53.5,1,6
2024-05-04 21:00,458.6,0.0,136.2,12.6,1.62,61.0,1,6
2024-05-04 22:00,413.6,0.0,117.5,10.0,1.44,66.3,1,6
2024-05-04 23:00,421.2,0.0,166.4,10.9,2.99,66.4,1,6
2024-05-05 00:00,450.6,0.0,180.5,11.0,4.75,84.9,1,7
2024-05-05 01:00,433.0,0.0,189.4,11.8,4.09,75.3,1,7
2024-05-05 02:00,418.5,0.0,181.7,11.9,4.07,85.2,1,7
2024-05-05 03:00,411.3,0.0,214.3,11.4,4.77,84.5,1,7
2024-05-05 04:00,440.5,0.0,191.1,10.0,4.64,79.2,1,7
2024-05-05 05:00,455.1,0.0,211.6,15.1,5.14,71.1,1,7
2024-05-05 06:00,424.6,0.0,182.0,18.7,4.02,66.9,1,7
2024-05-05 07:00,480.9,103.0,191.5,17.7,4.51,54.0,1,7
2024-05-05 08:00,427.9,246.8,159.6,22.1,3.16,61.0,1,7
2024-05-05 09:00,419.5,307.0,144.9,20.8,2.6,54.2,1,7
2024-05-05 10:00,445.0,392.9,148.2,20.7,3.09,38.5,1,7
2024-05-05 11:00,451.5,450.0,136.5,23.7,1.69,36.0,1,7
2024-05-05 12:00,433.5,458.2,79.3,23.1,0.5,29.1,1,7
2024-05-05 13:00,453.2,441.0,114.1,23.7,0.5,28.9,1,7
2024-05-05 14:00,453.6,373.3,98.5,22.6,0.5,41.4,1,7
2024-05-05 15:00,414.9,319.2,80.8,21.3,0.5,35.7,1,7
2024-05-05 16:00,424.4,242.2,72.6,23.4,0.5,33.7,1,7
2024-05-05 17:00,461.1,103.2,108.7,18.8,0.5,34.1,1,7
2024-05-05 18:00,416.8,16.4,105.3,17.7,0.5,37.8,1,7
2024-05-05 19:00,495.1,0.0,94.2,12.1,0.5,51.2,1,7
2024-05-05 20:00,443.7,0.0,79.6,10.0,0.81,46.5,1,7
2024-05-05 21:00,505.0,0.0,125.0,13.7,1.3,59.9,1,7
2024-05-05 22:00,400.9,0.0,113.3,14.2,1.16,67.3,1,7
2024-05-05 23:00,441.2,0.0,166.4,10.0,3.15,73.0,1,7
2024-05-06 00:00,384.4,0.0,154.8,14.3,3.31,70.1,0,1
2024-05-06 01:00,371.5,0.0,184.1,13.2,3.95,75.2,0,1
2024-05-06 02:00,364.6,0.0,183.0,10.6,4.21,91.7,0,1
2024-05-06 03:00,361.0,0.0,184.4,13.4,3.92,82.5,0,1
2024-05-06 04:00,395.5,0.0,211.7,11.6,5.42,84.4,0,1
2024-05-06 05:00,367.4,0.0,179.8,14.7,4.55,83.0,0,1
2024-05-06 06:00,354.0,0.0,179.8,18.3,4.12,60.8,0,1
2024-05-06 07:00,396.6,113.5,198.3,19.3,4.69,65.2,0,1
2024-05-06 08:00,382.1,203.3,175.3,23.0,3.58,51.7,0,1
2024-05-06 09:00,405.3,310.9,168.3,23.1,3.12,47.6,0,1
2024-05-06 10:00,387.4,395.1,126.8,23.0,1.63,46.6,0,1
2024-05-06 11:00,393.0,436.3,158.5,23.7,2.66,45.6,0,1
2024-05-06 12:00,378.5,402.4,103.5,25.0,0.52,31.2,0,1
2024-05-06 13:00,358.6,433.9,97.9,22.8,0.83,31.0,0,1
2024-05-06 14:00,365.8,390.2,87.3,24.0,0.5,36.7,0,1
2024-05-06 15:00,380.0,324.4,117.0,23.4,0.5,34.3,0,1
2024-05-06 16:00,364.4,226.5,112.0,19.9,0.5,25.7,0,1
2024-05-06 17:00,370.4,120.9,86.0,18.3,0.5,34.5,0,1
2024-05-06 18:00,357.1,10.0,107.7,19.6,0.5,47.6,0,1
2024-05-06 19:00,408.7,0.0,98.5,16.0,0.5,50.3,0,1
2024-05-06 20:00,412.5,0.0,118.0,15.6,0.98,55.1,0,1
2024-05-06 21:00,429.6,0.0,113.0,12.1,0.5,66.9,0,1
2024-05-06 22:00,385.2,0.0,84.1,10.0,0.5,69.5,0,1
2024-05-06 23:00,393.2,0.0,180.9,10.0,4.43,70.5,0,1
2024-05-07 00:00,372.8,0.0,163.6,10.0,3.4,74.8,0,2
2024-05-07 01:00,388.8,0.0,159.2,10.8,4.03,70.3,0,2
2024-05-07 02:00,379.0,0.0,187.0,10.0,5.04,83.5,0,2
2024-05-07 03:00,366.7,0.0,200.8,10.6,4.74,68.0,0,2
2024-05-07 04:00,345.5,0.0,201.1,16.4,4.75,81.9,0,2
2024-05-07 05:00,403.8,0.0,193.1,13.6,5.08,70.9,0,2
2024-05-07 06:00,376.7,0.0,187.3,18.3,4.43,66.4,0,2
2024-05-07 07:00,414.4,130.3,173.3,18.7,4.27,62.1,0,2
2024-05-07 08:00,411.2,196.3,152.3,22.2,2.79,59.1,0,2
2024-05-07 09:00,368.2,306.1,141.8,21.0,2.32,58.0,0,2
2024-05-07 10:00,389.6,357.0,126.8,24.4,1.92,50.7,0,2
2024-05-07 11:00,425.9,442.6,124.7,22.6,1.51,20.0,0,2
2024-05-07 12:00,397.1,452.0,130.5,26.4,1.91,39.4,0,2
2024-05-07 13:00,355.7,433.5,84.2,22.8,0.5,26.0,0,2
2024-05-07 14:00,370.6,435.9,114.6,23.4,0.5,31.0,0,2
2024-05-07 15:00,361.7,298.1,105.3,19.5,0.5,26.6,0,2
2024-05-07 16:00,404.7,212.2,105.8,19.1,0.5,40.3,0,2
2024-05-07 17:00,409.0,119.9,107.4,20.1,0.5,31.9,0,2
2024-05-07 18:00,377.8,0.0,100.9,15.4,0.5,38.5,0,2
2024-05-07 19:00,440.9,0.0,97.1,11.8,0.5,53.2,0,2
2024-05-07 20:00,441.6,0.0,110.3,11.5,0.5,52.4,0,2
2024-05-07 21:00,415.2,0.0,96.5,11.1,0.53,63.3,0,2
2024-05-07 22:00,357.1,0.0,147.0,13.6,2.5,68.6,0,2
2024-05-07 23:00,403.3,0.0,162.8,12.4,2.55,82.1,0,2
2024-05-08 00:00,388.1,0.0,169.7,10.6,3.85,86.5,0,3
2024-05-08 01:00,377.4,0.0,194.8,10.0,4.26,70.1,0,3
2024-05-08 02:00,371.7,0.0,216.8,10.0,5.52,87.9,0,3
2024-05-08 03:00,354.8,0.0,219.9,12.1,5.64,86.0,0,3
2024-05-08 04:00,411.5,0.0,211.5,13.1,5.05,71.6,0,3
2024-05-08 05:00,387.8,0.0,182.5,13.7,4.1,70.0,0,3
2024-05-08 06:00,385.9,0.0,199.6,19.5,5.07,74.3,0,3
2024-05-08 07:00,394.3,101.0,178.8,20.9,4.09,65.0,0,3
2024-05-08 08:00,383.1,241.8,155.4,21.1,3.11,53.4,0,3
2024-05-08 09:00,361.8,286.9,156.5,24.9,3.69,48.0,0,3
2024-05-08 10:00,387.0,356.4,140.2,20.3,2.83,43.3,0,3
2024-05-08 11:00,390.2,459.2,118.5,25.5,1.4,36.3,0,3
2024-05-08 12:00,342.2,460.2,102.4,24.1,0.62,50.1,0,3
2024-05-08 13:00,392.8,481.4,109.1,24.9,0.5,30.5,0,3
2024-05-08 14:00,347.7,384.8,108.3,21.4,0.5,26.8,0,3
2024-05-08 15:00,366.8,316.1,117.0,19.4,0.5,34.3,0,3
2024-05-08 16:00,381.4,217.3,80.0,22.0,0.5,31.7,0,3
2024-05-08 17:00,379.0,105.4,99.1,22.9,0.5,40.1,0,3
2024-05-08 18:00,361.4,0.0,119.8,13.8,0.77,33.9,0,3
2024-05-08 19:00,443.2,0.0,106.4,15.2,0.5,57.3,0,3
2024-05-08 20:00,417.6,0.0,148.8,14.9,1.94,70.3,0,3
2024-05-08 21:00,426.9,0.0,115.4,12.8,1.52,49.6,0,3
2024-05-08 22:00,379.6,0.0,159.4,12.6,2.64,53.0,0,3
2024-05-08 23:00,386.1,0.0,158.0,10.0,3.21,75.1,0,3
2024-05-09 00:00,380.4,0.0,150.8,10.0,2.83,81.6,0,4
2024-05-09 01:00,374.0,0.0,163.2,10.0,3.94,86.5,0,4
2024-05-09 02:00,408.9,0.0,188.2,12.4,4.48,80.2,0,4
2024-05-09 03:00,391.0,0.0,166.6,12.6,4.19,77.6,0,4
2024-05-09 04:00,398.7,0.0,204.7,13.9,5.06,76.9,0,4
2024-05-09 05:00,381.5,0.0,173.9,18.1,4.3,73.6,0,4
2024-05-09 06:00,389.1,1.3,214.7,18.9,5.99,67.4,0,4
2024-05-09 07:00,430.7,114.7,167.9,15.2,3.7,51.7,0,4
2024-05-09 08:00,401.2,240.4,157.2,22.3,2.83,49.6,0,4
2024-05-09 09:00,383.6,302.7,152.6,22.4,2.82,51.3,0,4
2024-05-09 10:00,425.7,389.1,121.0,20.9,2.05,39.1,0,4
2024-05-09 11:00,369.4,410.9,131.9,23.5,1.54,49.0,0,4
2024-05-09 12:00,378.7,460.3,94.2,21.2,0.5,31.5,0,4
2024-05-09 13:00,381.8,441.2,109.4,23.2,0.5,31.9,0,4
2024-05-09 14:00,380.9,396.9,108.3,23.8,0.5,20.0,0,4
2024-05-09 15:00,389.7,333.7,96.9,20.6,0.5,26.8,0,4
2024-05-09 16:00,376.2,236.2,104.3,22.3,0.5,32.5,0,4
2024-05-09 17:00,370.5,103.4,100.9,23.4,0.5,40.9,0,4
2024-05-09 18:00,359.7,4.1,94.6,17.3,1.15,41.2,0,4
2024-05-09 19:00,447.5,0.0,96.0,15.0,0.5,54.1,0,4
2024-05-09 20:00,435.6,0.0,88.3,13.2,0.5,47.1,0,4
2024-05-09 21:00,462.4,0.0,90.8,11.2,0.63,65.3,0,4
2024-05-09 22:00,383.9,0.0,127.9,10.0,1.93,67.6,0,4
2024-05-09 23:00,344.8,0.0,152.2,10.0,3.0,80.0,0,4
2024-05-10 00:00,368.6,0.0,154.5,10.4,2.95,88.8,0,5
2024-05-10 01:00,372.3,0.0,183.2,11.4,3.77,66.2,0,5
2024-05-10 02:00,374.0,0.0,174.9,10.3,4.09,86.5,0,5
2024-05-10 03:00,394.9,0.0,219.5,12.3,5.36,95.0,0,5
2024-05-10 04:00,381.9,0.0,175.7,12.5,4.38,77.1,0,5
2024-05-10 05:00,389.1,0.0,205.9,14.8,5.14,75.2,0,5
2024-05-10 06:00,412.1,0.2,182.1,16.0,4.29,59.1,0,5
2024-05-10 07:00,392.3,122.7,225.4,17.0,5.88,54.0,0,5
2024-05-10 08:00,381.0,221.1,193.9,22.4,4.58,58.5,0,5
2024-05-10 09:00,383.2,330.8,131.6,26.1,1.94,56.9,0,5
2024-05-10 10:00,397.5,389.5,137.9,21.4,2.45,47.1,0,5
2024-05-10 11:00,362.6,426.6,123.1,20.6,1.72,40.3,0,5
2024-05-10 12:00,372.6,438.9,84.7,21.0,0.5,25.4,0,5
2024-05-10 13:00,384.9,440.9,115.8,27.8,0.63,25.4,0,5
2024-05-10 14:00,356.0,400.6,113.9,21.4,0.5,26.2,0,5
2024-05-10 15:00,372.6,329.9,86.3,27.1,0.5,35.7,0,5
2024-05-10 16:00,368.5,234.9,111.3,18.0,0.5,33.9,0,5
2024-05-10 17:00,358.1,136.9,94.9,20.0,0.5,40.2,0,5
2024-05-10 18:00,353.1,0.0,114.2,18.8,0.5,45.7,0,5
2024-05-10 19:00,442.5,0.0,103.8,14.9,0.5,53.8,0,5
2024-05-10 20:00,440.0,0.0,98.4,13.1,0.5,61.0,0,5
2024-05-10 21:00,416.3,0.0,105.4,14.2,1.15,55.5,0,5
2024-05-10 22:00,383.4,0.0,143.7,10.4,2.74,61.9,0,5
2024-05-10 23:00,376.5,0.0,136.6,10.0,1.87,71.1,0,5
2024-05-11 00:00,433.8,0.0,153.2,10.4,2.78,84.2,1,6
2024-05-11 01:00,438.6,0.0,156.4,10.2,3.81,80.7,1,6
2024-05-11 02:00,451.5,0.0,180.1,10.0,4.45,81.8,1,6
2024-05-11 03:00,423.8,0.0,198.7,11.1,4.59,73.5,1,6
2024-05-11 04:00,419.9,0.0,202.4,11.4,5.26,64.7,1,6
2024-05-11 05:00,394.0,0.0,194.5,18.5,4.73,57.3,1,6
2024-05-11 06:00,450.9,0.0,205.1,18.2,4.82,68.7,1,6
2024-05-11 07:00,445.1,115.8,169.9,15.5,3.58,48.8,1,6
2024-05-11 08:00,423.0,245.4,151.7,20.6,2.94,53.7,1,6
2024-05-11 09:00,409.7,301.8,171.4,21.0,3.73,39.8,1,6
2024-05-11 10:00,389.5,398.8,138.2,23.9,2.44,60.5,1,6
2024-05-11 11:00,460.3,447.3,109.0,22.6,0.85,31.0,1,6
2024-05-11 12:00,390.8,439.5,102.6,26.7,0.5,24.0,1,6
2024-05-11 13:00,444.5,438.3,108.3,24.0,0.5,21.0,1,6
2024-05-11 14:00,422.8,397.7,101.9,19.3,0.5,21.7,1,6
2024-05-11 15:00,450.7,315.1,112.2,20.2,0.5,20.1,1,6
2024-05-11 16:00,445.8,214.4,107.4,19.4,0.5,28.0,1,6
2024-05-11 17:00,408.8,117.0,89.1,18.0,0.5,33.3,1,6
2024-05-11 18:00,441.8,14.5,100.8,18.9,0.5,41.3,1,6
2024-05-11 19:00,468.9,0.0,102.1,13.6,0.5,43.7,1,6
2024-05-11 20:00,479.0,0.0,121.9,12.8,0.91,50.7,1,6
2024-05-11 21:00,468.6,0.0,107.6,12.7,1.19,57.3,1,6
2024-05-11 22:00,405.7,0.0,161.7,10.0,2.45,65.9,1,6
2024-05-11 23:00,432.0,0.0,149.6,10.9,1.93,69.6,1,6
2024-05-12 00:00,418.7,0.0,177.1,10.0,4.09,86.4,1,7
2024-05-12 01:00,441.9,0.0,188.9,10.0,4.0,78.9,1,7
2024-05-12 02:00,435.3,0.0,167.7,10.0,3.42,79.9,1,7
2024-05-12 03:00,436.9,0.0,195.7,11.4,4.97,89.8,1,7
2024-05-12 04:00,426.7,0.0,197.6,12.5,4.9,88.1,1,7
2024-05-12 05:00,438.1,0.0,213.1,14.2,5.56,86.4,1,7
2024-05-12 06:00,432.4,6.4,152.6,17.1,3.17,72.7,1,7
2024-05-12 07:00,443.2,147.7,179.6,18.0,3.87,68.6,1,7
2024-05-12 08:00,410.5,249.0,172.3,17.9,3.42,50.4,1,7
2024-05-12 09:00,421.3,330.8,142.8,23.0,2.88,38.9,1,7
2024-05-12 10:00,432.4,400.6,137.4,18.0,1.86,41.5,1,7
2024-05-12 11:00,439.1,444.1,120.3,24.3,1.94,26.7,1,7
2024-05-12 12:00,443.6,440.8,92.4,21.0,0.5,28.7,1,7
2024-05-12 13:00,426.8,433.0,115.0,22.5,0.55,30.9,1,7
2024-05-12 14:00,427.1,427.2,90.4,21.6,0.5,31.5,1,7
2024-05-12 15:00,460.4,343.2,113.2,21.2,0.5,37.5,1,7
2024-05-12 16:00,466.6,232.0,96.1,20.1,0.5,21.7,1,7
2024-05-12 17:00,426.9,126.0,100.4,21.5,0.5,40.2,1,7
2024-05-12 18:00,429.5,11.6,90.5,14.1,0.5,49.8,1,7
2024-05-12 19:00,480.6,0.0,107.9,15.1,0.5,53.8,1,7
2024-05-12 20:00,462.0,0.0,110.1,15.7,0.91,56.9,1,7
2024-05-12 21:00,462.4,0.0,92.8,11.0,1.02,58.8,1,7
2024-05-12 22:00,430.3,0.0,155.6,10.0,2.12,58.1,1,7
2024-05-12 23:00,451.0,0.0,165.5,12.3,3.76,75.4,1,7
2024-05-13 00:00,407.7,0.0,125.3,10.0,1.86,85.0,0,1
2024-05-13 01:00,400.2,0.0,153.3,10.0,3.67,81.8,0,1
2024-05-13 02:00,388.3,0.0,185.6,11.8,4.43,80.8,0,1
2024-05-13 03:00,387.5,0.0,197.1,11.8,4.77,85.9,0,1
2024-05-13 04:00,380.7,0.0,201.6,11.0,4.77,82.9,0,1
2024-05-13 05:00,370.8,0.0,185.9,18.7,5.52,73.3,0,1
2024-05-13 06:00,377.2,0.0,169.1,16.7,4.4,70.2,0,1
2024-05-13 07:00,398.2,121.4,196.5,16.9,4.41,73.5,0,1
2024-05-13 08:00,415.6,227.3,174.8,18.9,3.72,49.8,0,1
2024-05-13 09:00,361.9,313.1,162.7,20.4,3.2,63.1,0,1
2024-05-13 10:00,404.5,401.1,109.2,24.6,1.66,22.7,0,1
2024-05-13 11:00,396.9,432.0,138.4,22.5,2.16,47.5,0,1
2024-05-13 12:00,365.5,465.2,115.4,23.7,1.18,27.2,0,1
2024-05-13 13:00,363.4,434.8,86.2,26.5,0.5,30.5,0,1
2024-05-13 14:00,392.9,363.8,114.3,22.1,0.5,34.9,0,1
2024-05-13 15:00,430.8,298.4,101.2,26.9,0.5,26.4,0,1
2024-05-13 16:00,371.0,210.7,97.6,20.9,0.5,35.9,0,1
2024-05-13 17:00,353.1,135.3,96.0,16.8,0.5,33.4,0,1
2024-05-13 18:00,348.6,5.0,90.5,14.5,0.5,43.0,0,1
2024-05-13 19:00,416.6,0.0,100.0,18.6,0.5,45.7,0,1
2024-05-13 20:00,431.1,0.0,95.0,14.7,0.5,53.5,0,1
2024-05-13 21:00,435.4,0.0,93.3,11.4,0.5,68.3,0,1
2024-05-13 22:00,395.4,0.0,139.1,14.7,2.05,60.2,0,1
2024-05-13 23:00,375.3,0.0,151.0,11.0,2.52,75.8,0,1
2024-05-14 00:00,366.2,0.0,155.2,10.0,3.24,88.7,0,2
2024-05-14 01:00,375.8,0.0,166.0,10.0,3.39,63.7,0,2
2024-05-14 02:00,398.4,0.0,187.3,10.8,4.51,80.3,0,2
2024-05-14 03:00,405.4,0.0,187.8,10.9,4.73,83.2,0,2
2024-05-14 04:00,380.4,0.0,189.8,13.7,5.2,69.7,0,2
2024-05-14 05:00,383.6,0.0,202.4,11.7,5.12,70.0,0,2
2024-05-14 06:00,405.0,0.0,188.6,15.0,4.57,58.9,0,2
2024-05-14 07:00,390.7,129.3,188.5,16.7,4.46,59.2,0,2
2024-05-14 08:00,401.9,220.2,160.3,21.5,2.91,45.2,0,2
2024-05-14 09:00,414.0,315.7,160.8,21.8,2.9,37.2,0,2
2024-05-14 10:00,388.1,384.4,138.4,21.4,2.18,33.4,0,2
2024-05-14 11:00,388.2,466.1,99.6,25.2,0.5,32.5,0,2
2024-05-14 12:00,348.6,451.4,84.7,25.2,0.5,46.9,0,2
2024-05-14 13:00,374.9,433.1,132.0,18.7,0.5,31.8,0,2
2024-05-14 14:00,385.3,386.1,96.9,22.5,0.5,25.5,0,2
2024-05-14 15:00,338.5,312.8,128.0,25.6,0.5,31.8,0,2
2024-05-14 16:00,383.9,212.4,76.6,20.0,0.5,43.4,0,2
2024-05-14 17:00,357.5,112.5,101.3,20.2,0.5,38.6,0,2
2024-05-14 18:00,369.3,0.0,99.9,17.5,0.5,50.9,0,2
2024-05-14 19:00,425.7,0.0,99.8,15.3,0.5,58.1,0,2
2024-05-14 20:00,422.4,0.0,92.8,11.3,0.99,56.3,0,2
2024-05-14 21:00,436.5,0.0,89.0,14.9,0.5,57.3,0,2
2024-05-14 22:00,370.2,0.0,135.2,10.0,0.73,72.5,0,2
2024-05-14 23:00,384.4,0.0,134.2,10.0,2.22,68.7,0,2
2024-05-15 00:00,347.6,0.0,131.8,11.2,2.91,67.0,0,3
2024-05-15 01:00,402.4,0.0,189.0,10.0,3.94,74.7,0,3
2024-05-15 02:00,369.2,0.0,160.9,10.3,3.52,76.0,0,3
2024-05-15 03:00,368.6,0.0,191.2,10.7,4.51,76.4,0,3
2024-05-15 04:00,362.4,0.0,171.8,14.2,4.45,85.5,0,3
2024-05-15 05:00,336.7,0.0,200.9,15.9,4.41,74.9,0,3
2024-05-15 06:00,410.1,0.0,163.0,18.3,3.7,57.1,0,3
2024-05-15 07:00,412.9,95.5,160.8,14.3,3.91,59.9,0,3
2024-05-15 08:00,419.5,225.6,191.2,21.4,4.1,44.0,0,3
2024-05-15 09:00,399.1,304.8,113.9,21.8,1.26,47.5,0,3
2024-05-15 10:00,363.8,397.3,100.1,22.7,0.5,54.2,0,3
2024-05-15 11:00,363.9,446.6,103.5,26.3,1.47,35.7,0,3
2024-05-15 12:00,382.9,459.7,101.8,25.3,0.5,42.1,0,3
2024-05-15 13:00,383.0,452.4,105.0,20.3,0.5,35.6,0,3
